unidade;ano;mes;readmissoes;altas_validas;obitos;tx_readmissao
HRAD;2019,0;10,0;18,0;521,0;17,0;0,03571428571428571
HRAD;2019,0;11,0;33,0;531,0;17,0;0,06420233463035019
HRAD;2019,0;12,0;21,0;600,0;24,0;0,036458333333333336
HRAD;2020,0;1,0;13,0;618,0;23,0;0,021848739495798318
HRAD;2020,0;2,0;24,0;624,0;29,0;0,040336134453781515
HRAD;2020,0;3,0;22,0;649,0;24,0;0,0352
HRAD;2020,0;4,0;25,0;606,0;25,0;0,043029259896729774
HRAD;2020,0;5,0;36,0;664,0;28,0;0,05660377358490566
HRAD;2020,0;6,0;28,0;540,0;48,0;0,056910569105691054
HRAD;2020,0;7,0;26,0;527,0;36,0;0,05295315682281059
HRAD;2020,0;8,0;26,0;528,0;50,0;0,05439330543933055
HRAD;2020,0;9,0;29,0;556,0;61,0;0,05858585858585859
HRAD;2020,0;10,0;23,0;535,0;43,0;0,046747967479674794
HRAD;2020,0;11,0;25,0;517,0;37,0;0,052083333333333336
HRAD;2020,0;12,0;39,0;496,0;28,0;0,08333333333333333
HRAD;2021,0;1,0;20,0;555,0;36,0;0,038535645472061654
HRAD;2021,0;2,0;15,0;577,0;36,0;0,027726432532347505
HRAD;2021,0;3,0;26,0;606,0;33,0;0,04537521815008726
HRAD;2021,0;4,0;29,0;651,0;40,0;0,04746317512274959
HRAD;2021,0;5,0;22,0;585,0;38,0;0,04021937842778794
HRAD;2021,0;6,0;21,0;590,0;40,0;0,038181818181818185
HRAD;2021,0;7,0;23,0;687,0;45,0;0,03582554517133956
HRAD;2021,0;8,0;16,0;615,0;27,0;0,027210884353741496
HRAD;2021,0;9,0;23,0;631,0;28,0;0,03814262023217247
HRAD;2021,0;10,0;17,0;581,0;22,0;0,03041144901610018
HRAD;2021,0;11,0;20,0;615,0;28,0;0,034071550255536626
HRAD;2021,0;12,0;15,0;621,0;26,0;0,025210084033613446
HRAD;2022,0;1,0;14,0;577,0;27,0;0,025454545454545455
HRAD;2022,0;2,0;20,0;590,0;27,0;0,035523978685612786
HRAD;2022,0;3,0;19,0;674,0;28,0;0,029411764705882353
HRAD;2022,0;4,0;17,0;665,0;26,0;0,026604068857589983
HRAD;2022,0;5,0;23,0;659,0;23,0;0,036163522012578615
HRAD;2022,0;6,0;25,0;629,0;13,0;0,040584415584415584
HRAD;2022,0;7,0;18,0;570,0;21,0;0,03278688524590164
HRAD;2022,0;8,0;23,0;642,0;22,0;0,037096774193548385
HRAD;2022,0;9,0;25,0;556,0;26,0;0,04716981132075472
HRAD;2022,0;10,0;18,0;557,0;19,0;0,03345724907063197
HRAD;2022,0;11,0;22,0;624,0;28,0;0,03691275167785235
HRAD;2022,0;12,0;16,0;634,0;35,0;0,02671118530884808
HRAD;2023,0;1,0;21,0;688,0;30,0;0,031914893617021274
HRAD;2023,0;2,0;11,0;598,0;21,0;0,019064124783362217
HRAD;2023,0;3,0;22,0;702,0;23,0;0,03240058910162003
HRAD;2023,0;4,0;14,0;673,0;29,0;0,021739130434782608
HRAD;2023,0;5,0;19,0;680,0;30,0;0,02923076923076923
HRAD;2023,0;6,0;14,0;711,0;26,0;0,020437956204379562
HRAD;2023,0;7,0;16,0;644,0;22,0;0,02572347266881029
HRAD;2023,0;8,0;13,0;595,0;29,0;0,022968197879858657
HRAD;2023,0;9,0;24,0;732,0;26,0;0,0339943342776204
HRAD;2023,0;10,0;12,0;712,0;22,0;0,017391304347826087
HRAD;2023,0;11,0;26,0;653,0;41,0;0,042483660130718956
HRAD;2023,0;12,0;25,0;747,0;44,0;0,03556187766714083
HRAD;2024,0;1,0;18,0;712,0;19,0;0,025974025974025976
HRAD;2024,0;2,0;17,0;631,0;29,0;0,02823920265780731
HRAD;2024,0;3,0;9,0;724,0;29,0;0,012949640287769784
HRAD;2024,0;4,0;10,0;675,0;37,0;0,01567398119122257
HRAD;2024,0;5,0;19,0;702,0;26,0;0,028106508875739646
HRAD;2024,0;6,0;16,0;683,0;39,0;0,024844720496894408
HRAD;2024,0;7,0;29,0;692,0;40,0;0,04447852760736196
HRAD;2024,0;8,0;19,0;739,0;33,0;0,026912181303116147
HRAD;2024,0;9,0;23,0;725,0;33,0;0,033236994219653176
HRAD;2024,0;10,0;24,0;760,0;30,0;0,03287671232876712
HRAD;2024,0;11,0;13,0;734,0;31,0;0,01849217638691323
HRAD;2024,0;12,0;15,0;781,0;41,0;0,02027027027027027
HRAD;2025,0;1,0;17,0;742,0;28,0;0,023809523809523808
HRAD;2025,0;2,0;11,0;689,0;32,0;0,0167427701674277
HRAD;2025,0;3,0;22,0;759,0;23,0;0,029891304347826088
HRAD;2025,0;4,0;35,0;755,0;41,0;0,049019607843137254
HRAD;2025,0;5,0;21,0;708,0;34,0;0,03115727002967359
HRAD;2025,0;6,0;14,0;741,0;36,0;0,019858156028368795
HRAD;2025,0;7,0;8,0;777,0;37,0;0,010810810810810811
HRAD;2025,0;8,0;9,0;738,0;26,0;0,012640449438202247
HRAD;2025,0;9,0;10,0;842,0;35,0;0,012391573729863693
HRAD;2025,0;10,0;13,0;787,0;33,0;0,017241379310344827
HRAD;2025,0;11,0;6,0;806,0;38,0;0,0078125
HRAD;2025,0;12,0;5,0;768,0;31,0;0,0067842605156037995
HRAD;2026,0;1,0;11,0;833,0;32,0;0,01373283395755306
HRAD;2026,0;2,0;2,0;730,0;29,0;0,0028530670470756064
HRAD;2026,0;3,0;9,0;804,0;24,0;0,011538461538461539
HRAD;2026,0;4,0;3,0;813,0;36,0;0,003861003861003861
HRAD;2026,0;5,0;5,0;816,0;28,0;0,006345177664974619
HRAD;2026,0;6,0;8,0;691,0;28,0;0,012066365007541479
HRAD;2026,0;7,0;8,0;707,0;27,0;0,011764705882352941
HRAD;2026,0;8,0;7,0;717,0;36,0;0,010279001468428781
HRBJA;2019,0;10,0;2,0;110,0;9,0;0,019801980198019802
HRBJA;2020,0;5,0;1,0;1,0;0,0;1,0
HRBJA;2020,0;6,0;8,0;183,0;19,0;0,04878048780487805
HRBJA;2020,0;7,0;4,0;221,0;24,0;0,02030456852791878
HRBJA;2020,0;8,0;7,0;212,0;22,0;0,03684210526315789
HRBJA;2020,0;9,0;5,0;199,0;19,0;0,027777777777777776
HRBJA;2020,0;10,0;9,0;186,0;23,0;0,05521472392638037
HRBJA;2020,0;11,0;6,0;165,0;17,0;0,04054054054054054
HRBJA;2020,0;12,0;3,0;173,0;18,0;0,01935483870967742
HRBJA;2021,0;1,0;5,0;158,0;13,0;0,034482758620689655
HRBJA;2021,0;2,0;4,0;154,0;11,0;0,027972027972027972
HRBJA;2021,0;3,0;6,0;181,0;11,0;0,03529411764705882
HRBJA;2021,0;4,0;5,0;199,0;24,0;0,02857142857142857
HRBJA;2021,0;5,0;2,0;196,0;15,0;0,011049723756906077
HRBJA;2021,0;6,0;7,0;198,0;17,0;0,03867403314917127
HRBJA;2021,0;7,0;12,0;207,0;17,0;0,06315789473684211
HRBJA;2021,0;8,0;6,0;194,0;18,0;0,03409090909090909
HRBJA;2021,0;9,0;6,0;178,0;19,0;0,03773584905660377
HRBJA;2021,0;10,0;7,0;190,0;23,0;0,041916167664670656
HRBJA;2021,0;11,0;7,0;222,0;23,0;0,035175879396984924
HRBJA;2021,0;12,0;11,0;194,0;19,0;0,06285714285714286
HRBJA;2022,0;1,0;8,0;397,0;32,0;0,021917808219178082
HRBJA;2022,0;3,0;5,0;194,0;23,0;0,029239766081871343
HRBJA;2022,0;4,0;6,0;164,0;18,0;0,0410958904109589
HRBJA;2022,0;5,0;1,0;185,0;26,0;0,006289308176100629
HRBJA;2022,0;6,0;3,0;164,0;16,0;0,02027027027027027
HRBJA;2022,0;7,0;5,0;221,0;27,0;0,02577319587628866
HRBJA;2022,0;8,0;7,0;209,0;23,0;0,03763440860215054
HRBJA;2022,0;9,0;4,0;201,0;23,0;0,02247191011235955
HRBJA;2022,0;10,0;5,0;184,0;18,0;0,030120481927710843
HRBJA;2022,0;11,0;2,0;163,0;14,0;0,013422818791946308
HRBJA;2022,0;12,0;4,0;199,0;24,0;0,022857142857142857
HRBJA;2023,0;1,0;7,0;192,0;14,0;0,03932584269662921
HRBJA;2023,0;2,0;3,0;164,0;11,0;0,0196078431372549
HRBJA;2023,0;3,0;5,0;170,0;19,0;0,033112582781456956
HRBJA;2023,0;4,0;4,0;203,0;25,0;0,02247191011235955
HRBJA;2023,0;5,0;5,0;182,0;20,0;0,030864197530864196
HRBJA;2023,0;6,0;8,0;208,0;26,0;0,04395604395604396
HRBJA;2023,0;7,0;6,0;185,0;17,0;0,03571428571428571
HRBJA;2023,0;8,0;7,0;202,0;27,0;0,04
HRBJA;2023,0;9,0;4,0;202,0;25,0;0,022598870056497175
HRBJA;2023,0;10,0;5,0;178,0;16,0;0,030864197530864196
HRBJA;2023,0;11,0;15,0;228,0;24,0;0,07352941176470588
HRBJA;2023,0;12,0;5,0;226,0;25,0;0,024875621890547265
HRBJA;2024,0;1,0;5,0;252,0;30,0;0,02252252252252252
HRBJA;2024,0;2,0;6,0;205,0;14,0;0,031413612565445025
HRBJA;2024,0;3,0;7,0;212,0;21,0;0,03664921465968586
HRBJA;2024,0;4,0;5,0;211,0;20,0;0,02617801047120419
HRBJA;2024,0;5,0;8,0;223,0;20,0;0,03940886699507389
HRBJA;2024,0;6,0;2,0;182,0;18,0;0,012195121951219513
HRBJA;2024,0;7,0;1,0;190,0;30,0;0,00625
HRBJA;2024,0;8,0;1,0;215,0;27,0;0,005319148936170213
HRBJA;2024,0;10,0;2,0;191,0;19,0;0,011627906976744186
HRBJA;2024,0;12,0;1,0;273,0;18,0;0,00392156862745098
HRBJA;2025,0;1,0;3,0;291,0;38,0;0,011857707509881422
HRBJA;2025,0;4,0;1,0;267,0;25,0;0,004132231404958678
HRBJA;2025,0;5,0;1,0;284,0;38,0;0,0040650406504065045
HRBJA;2025,0;6,0;1,0;272,0;32,0;0,004166666666666667
HRBJA;2025,0;7,0;1,0;292,0;28,0;0,003787878787878788
HRBJA;2025,0;8,0;2,0;274,0;32,0;0,008264462809917356
HRBJA;2025,0;9,0;1,0;248,0;24,0;0,004464285714285714
HRBJA;2025,0;10,0;1,0;242,0;37,0;0,004878048780487805
HRBJA;2026,0;1,0;3,0;279,0;24,0;0,011764705882352941
HRBJA;2026,0;3,0;3,0;300,0;21,0;0,010752688172043012
HRBJA;2026,0;5,0;3,0;297,0;29,0;0,011194029850746268
HRBJA;2026,0;6,0;3,0;308,0;24,0;0,01056338028169014
HRBJA;2026,0;7,0;1,0;297,0;27,0;0,003703703703703704
HRJP;2020,0;1,0;3,0;421,0;17,0;0,007425742574257425
HRJP;2020,0;2,0;1,0;131,0;0,0;0,007633587786259542
HRJP;2020,0;4,0;2,0;156,0;2,0;0,012987012987012988
HRJP;2020,0;5,0;3,0;140,0;6,0;0,022388059701492536
HRJP;2020,0;6,0;3,0;322,0;14,0;0,00974025974025974
HRJP;2020,0;7,0;4,0;382,0;27,0;0,011267605633802818
HRJP;2020,0;8,0;6,0;374,0;26,0;0,017241379310344827
HRJP;2020,0;9,0;6,0;366,0;19,0;0,01729106628242075
HRJP;2020,0;10,0;5,0;327,0;24,0;0,0165016501650165
HRJP;2020,0;11,0;5,0;408,0;28,0;0,013157894736842105
HRJP;2020,0;12,0;4,0;304,0;13,0;0,013745704467353952
HRJP;2021,0;1,0;4,0;382,0;24,0;0,0111731843575419
HRJP;2021,0;2,0;2,0;277,0;15,0;0,007633587786259542
HRJP;2021,0;3,0;12,0;440,0;16,0;0,02830188679245283
HRJP;2021,0;4,0;5,0;435,0;16,0;0,011933174224343675
HRJP;2021,0;5,0;2,0;373,0;10,0;0,005509641873278237
HRJP;2021,0;6,0;4,0;343,0;11,0;0,012048192771084338
HRJP;2021,0;7,0;5,0;342,0;15,0;0,01529051987767584
HRJP;2021,0;8,0;2,0;365,0;11,0;0,005649717514124294
HRJP;2021,0;9,0;4,0;338,0;12,0;0,012269938650306749
HRJP;2021,0;10,0;5,0;292,0;7,0;0,017543859649122806
HRJP;2021,0;11,0;8,0;334,0;7,0;0,024464831804281346
HRJP;2021,0;12,0;3,0;198,0;5,0;0,015544041450777202
HRJP;2022,0;1,0;3,0;401,0;7,0;0,007614213197969543
HRJP;2022,0;2,0;4,0;369,0;7,0;0,011049723756906077
HRJP;2022,0;3,0;7,0;380,0;14,0;0,01912568306010929
HRJP;2022,0;4,0;7,0;376,0;8,0;0,019021739130434784
HRJP;2022,0;5,0;7,0;388,0;8,0;0,018421052631578946
HRJP;2022,0;6,0;9,0;314,0;9,0;0,029508196721311476
HRJP;2022,0;7,0;8,0;341,0;5,0;0,023809523809523808
HRJP;2022,0;8,0;5,0;408,0;10,0;0,01256281407035176
HRJP;2022,0;9,0;5,0;420,0;7,0;0,012106537530266344
HRJP;2022,0;10,0;6,0;383,0;10,0;0,0160857908847185
HRJP;2022,0;11,0;3,0;384,0;8,0;0,007978723404255319
HRJP;2022,0;12,0;1,0;328,0;5,0;0,0030959752321981426
HRJP;2023,0;1,0;2,0;348,0;7,0;0,005865102639296188
HRJP;2023,0;2,0;7,0;370,0;11,0;0,019498607242339833
HRJP;2023,0;3,0;4,0;410,0;4,0;0,009852216748768473
HRJP;2023,0;4,0;8,0;393,0;9,0;0,020833333333333332
HRJP;2023,0;5,0;10,0;437,0;10,0;0,0234192037470726
HRJP;2023,0;6,0;7,0;393,0;8,0;0,01818181818181818
HRJP;2023,0;7,0;5,0;338,0;8,0;0,015151515151515152
HRJP;2023,0;8,0;9,0;443,0;15,0;0,02102803738317757
HRJP;2023,0;9,0;11,0;440,0;19,0;0,026128266033254157
HRJP;2023,0;10,0;5,0;445,0;14,0;0,01160092807424594
HRJP;2023,0;11,0;6,0;453,0;15,0;0,0136986301369863
HRJP;2023,0;12,0;10,0;429,0;18,0;0,024330900243309004
HRJP;2024,0;1,0;8,0;418,0;18,0;0,02
HRJP;2024,0;2,0;13,0;427,0;16,0;0,031630170316301706
HRJP;2024,0;3,0;14,0;500,0;25,0;0,029473684210526315
HRJP;2024,0;4,0;8,0;544,0;10,0;0,0149812734082397
HRJP;2024,0;5,0;11,0;528,0;18,0;0,021568627450980392
HRJP;2024,0;6,0;6,0;499,0;18,0;0,012474012474012475
HRJP;2024,0;7,0;13,0;463,0;19,0;0,02927927927927928
HRJP;2024,0;8,0;8,0;447,0;15,0;0,018518518518518517
HRJP;2024,0;9,0;10,0;499,0;15,0;0,02066115702479339
HRJP;2024,0;10,0;15,0;564,0;18,0;0,027472527472527472
HRJP;2024,0;11,0;6,0;463,0;10,0;0,013245033112582781
HRJP;2024,0;12,0;6,0;445,0;24,0;0,014251781472684086
HRJP;2025,0;1,0;8,0;432,0;10,0;0,018957345971563982
HRJP;2025,0;2,0;8,0;447,0;5,0;0,01809954751131222
HRJP;2025,0;3,0;2,0;576,0;15,0;0,0035650623885918
HRJP;2025,0;4,0;2,0;569,0;16,0;0,003616636528028933
HRJP;2025,0;5,0;2,0;611,0;11,0;0,0033333333333333335
HRJP;2025,0;6,0;1,0;547,0;10,0;0,00186219739292365
HRJP;2025,0;8,0;3,0;543,0;5,0;0,0055762081784386614
HRJP;2025,0;9,0;7,0;531,0;15,0;0,013565891472868217
HRJP;2025,0;10,0;3,0;568,0;19,0;0,00546448087431694
HRJP;2025,0;11,0;3,0;521,0;13,0;0,005905511811023622
HRJP;2025,0;12,0;3,0;508,0;17,0;0,006109979633401222
HRJP;2026,0;1,0;6,0;456,0;12,0;0,013513513513513514
HRJP;2026,0;2,0;4,0;487,0;11,0;0,008403361344537815
HRJP;2026,0;4,0;6,0;654,0;17,0;0,009419152276295133
HRJP;2026,0;5,0;7,0;594,0;18,0;0,012152777777777778
HRJP;2026,0;6,0;3,0;570,0;20,0;0,005454545454545455
HRJP;2026,0;7,0;4,0;577,0;21,0;0,007194244604316547
MOV;2019,0;6,0;3,0;501,0;3,0;0,006024096385542169
MOV;2019,0;9,0;7,0;550,0;1,0;0,012750455373406194
MOV;2019,0;10,0;2,0;389,0;2,0;0,00516795865633075
MOV;2019,0;11,0;6,0;693,0;2,0;0,008683068017366137
MOV;2019,0;12,0;8,0;692,0;6,0;0,011661807580174927
MOV;2020,0;1,0;4,0;646,0;4,0;0,006230529595015576
MOV;2020,0;7,0;10,0;686,0;4,0;0,01466275659824047
MOV;2020,0;8,0;2,0;563,0;3,0;0,0035714285714285713
MOV;2020,0;9,0;4,0;588,0;1,0;0,0068143100511073255
MOV;2020,0;10,0;4,0;540,0;0,0;0,007407407407407408
MOV;2020,0;11,0;9,0;628,0;2,0;0,01437699680511182
MOV;2020,0;12,0;5,0;501,0;2,0;0,01002004008016032
MOV;2021,0;1,0;11,0;628,0;0,0;0,01751592356687898
MOV;2021,0;2,0;3,0;627,0;3,0;0,004807692307692308
MOV;2021,0;3,0;5,0;682,0;2,0;0,007352941176470588
MOV;2021,0;4,0;9,0;682,0;2,0;0,013235294117647059
MOV;2021,0;5,0;8,0;713,0;4,0;0,011283497884344146
MOV;2021,0;6,0;6,0;679,0;3,0;0,008875739644970414
MOV;2021,0;7,0;6,0;681,0;7,0;0,008902077151335312
MOV;2021,0;8,0;7,0;752,0;6,0;0,00938337801608579
MOV;2021,0;9,0;5,0;672,0;2,0;0,007462686567164179
MOV;2021,0;10,0;3,0;601,0;2,0;0,005008347245409015
MOV;2021,0;11,0;13,0;657,0;6,0;0,019969278033794162
MOV;2021,0;12,0;9,0;648,0;3,0;0,013953488372093023
MOV;2022,0;1,0;11,0;586,0;3,0;0,018867924528301886
MOV;2022,0;2,0;10,0;581,0;1,0;0,017241379310344827
MOV;2022,0;3,0;12,0;678,0;1,0;0,01772525849335303
MOV;2022,0;4,0;3,0;589,0;1,0;0,00510204081632653
MOV;2022,0;5,0;9,0;686,0;2,0;0,013157894736842105
MOV;2022,0;6,0;10,0;667,0;1,0;0,015015015015015015
MOV;2022,0;7,0;14,0;687,0;6,0;0,020558002936857563
MOV;2022,0;8,0;8,0;619,0;2,0;0,012965964343598054
MOV;2022,0;9,0;11,0;618,0;1,0;0,017828200972447326
MOV;2022,0;10,0;13,0;594,0;0,0;0,021885521885521887
MOV;2022,0;11,0;8,0;618,0;1,0;0,012965964343598054
MOV;2022,0;12,0;11,0;678,0;3,0;0,016296296296296295
MOV;2023,0;1,0;9,0;648,0;1,0;0,013910355486862442
MOV;2023,0;2,0;9,0;622,0;2,0;0,014516129032258065
MOV;2023,0;3,0;15,0;756,0;3,0;0,0199203187250996
MOV;2023,0;4,0;8,0;658,0;3,0;0,012213740458015267
MOV;2023,0;5,0;12,0;669,0;3,0;0,018018018018018018
MOV;2023,0;6,0;15,0;728,0;3,0;0,020689655172413793
MOV;2023,0;7,0;10,0;689,0;4,0;0,014598540145985401
MOV;2023,0;8,0;14,0;705,0;1,0;0,019886363636363636
MOV;2023,0;9,0;13,0;672,0;0,0;0,019345238095238096
MOV;2023,0;10,0;19,0;737,0;4,0;0,02592087312414734
MOV;2023,0;11,0;17,0;711,0;3,0;0,02401129943502825
MOV;2023,0;12,0;17,0;747,0;2,0;0,022818791946308724
MOV;2024,0;1,0;12,0;677,0;3,0;0,017804154302670624
MOV;2024,0;2,0;9,0;721,0;5,0;0,012569832402234637
MOV;2024,0;3,0;21,0;823,0;4,0;0,02564102564102564
MOV;2024,0;4,0;20,0;743,0;3,0;0,02702702702702703
MOV;2024,0;5,0;16,0;767,0;2,0;0,02091503267973856
MOV;2024,0;6,0;16,0;672,0;4,0;0,023952095808383235
MOV;2024,0;7,0;15,0;698,0;2,0;0,021551724137931036
MOV;2024,0;8,0;18,0;686,0;2,0;0,02631578947368421
MOV;2024,0;9,0;7,0;761,0;3,0;0,009234828496042216
MOV;2024,0;10,0;5,0;655,0;8,0;0,0077279752704791345
MOV;2024,0;11,0;4,0;616,0;2,0;0,006514657980456026
MOV;2024,0;12,0;7,0;648,0;2,0;0,010835913312693499
MOV;2025,0;1,0;5,0;694,0;10,0;0,007309941520467836
MOV;2025,0;2,0;7,0;654,0;9,0;0,010852713178294573
MOV;2025,0;3,0;5,0;800,0;5,0;0,006289308176100629
MOV;2025,0;4,0;6,0;778,0;7,0;0,007782101167315175
MOV;2025,0;5,0;2,0;828,0;6,0;0,0024330900243309003
MOV;2025,0;6,0;5,0;756,0;8,0;0,0066844919786096255
MOV;2025,0;8,0;2,0;655,0;5,0;0,003076923076923077
MOV;2025,0;9,0;4,0;709,0;1,0;0,005649717514124294
MOV;2025,0;10,0;8,0;712,0;3,0;0,011283497884344146
MOV;2025,0;11,0;6,0;698,0;5,0;0,008658008658008658
MOV;2025,0;12,0;6,0;708,0;3,0;0,00851063829787234
MOV;2026,0;1,0;2,0;725,0;10,0;0,002797202797202797
MOV;2026,0;2,0;4,0;710,0;6,0;0,005681818181818182
MOV;2026,0;3,0;2,0;694,0;10,0;0,0029239766081871343
MOV;2026,0;4,0;1,0;744,0;8,0;0,001358695652173913
MOV;2026,0;5,0;4,0;828,0;4,0;0,0048543689320388345
MOV;2026,0;6,0;7,0;753,0;8,0;0,009395973154362415
MOV;2026,0;8,0;2,0;791,0;3,0;0,0025380710659898475
;;;;;;
Filtros aplicados: tx_reinternacao não é 0,00% estabelecimento não é (Em branco), CEPAI ou MGT Status operacional é Filtro de Ex-Unidades AnoMes não é (Em branco);;;;;;
